ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,beauty_count,beauty_psb_count,beauty_average_precision,beauty_precision@100,beauty_precision@200,beauty_precision@500
B44C,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0
B42F,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0
B42D,183,0,0.0,0.0,0.0,0.0,183,0,0.0,0.0,0.0,0.0,183,0,0.0,0.0,0.0,0.0,183,0,0.0,0.0,0.0,0.0,183,0,0.0,0.0,0.0,0.0
B41L,66,0,0.0,0.0,0.0,0.0,66,0,0.0,0.0,0.0,0.0,66,0,0.0,0.0,0.0,0.0,66,0,0.0,0.0,0.0,0.0,66,0,0.0,0.0,0.0,0.0
B41J,630,0,0.0,0.0,0.0,0.0,630,0,0.0,0.0,0.0,0.0,630,0,0.0,0.0,0.0,0.0,630,0,0.0,0.0,0.0,0.0,630,0,0.0,0.0,0.0,0.0
G01J,524,0,0.0,0.0,0.0,0.0,524,0,0.0,0.0,0.0,0.0,524,0,0.0,0.0,0.0,0.0,524,0,0.0,0.0,0.0,0.0,524,0,0.0,0.0,0.0,0.0
G01D,1039,0,0.0,0.0,0.0,0.0,1039,0,0.0,0.0,0.0,0.0,1039,0,0.0,0.0,0.0,0.0,1039,0,0.0,0.0,0.0,0.0,1039,0,0.0,0.0,0.0,0.0
G01C,298,0,0.0,0.0,0.0,0.0,298,0,0.0,0.0,0.0,0.0,298,0,0.0,0.0,0.0,0.0,298,0,0.0,0.0,0.0,0.0,298,0,0.0,0.0,0.0,0.0
F41F,133,0,0.0,0.0,0.0,0.0,133,0,0.0,0.0,0.0,0.0,133,0,0.0,0.0,0.0,0.0,133,0,0.0,0.0,0.0,0.0,133,0,0.0,0.0,0.0,0.0
B22C,118,0,0.0,0.0,0.0,0.0,118,0,0.0,0.0,0.0,0.0,118,0,0.0,0.0,0.0,0.0,118,0,0.0,0.0,0.0,0.0,118,0,0.0,0.0,0.0,0.0
B31F,53,0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0
B29D,175,0,0.0,0.0,0.0,0.0,175,0,0.0,0.0,0.0,0.0,175,0,0.0,0.0,0.0,0.0,175,0,0.0,0.0,0.0,0.0,175,0,0.0,0.0,0.0,0.0
B28B,164,0,0.0,0.0,0.0,0.0,164,0,0.0,0.0,0.0,0.0,164,0,0.0,0.0,0.0,0.0,164,0,0.0,0.0,0.0,0.0,164,0,0.0,0.0,0.0,0.0
B27L,61,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
B27C,51,0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0,0.0
B26B,254,0,0.0,0.0,0.0,0.0,254,0,0.0,0.0,0.0,0.0,254,0,0.0,0.0,0.0,0.0,254,0,0.0,0.0,0.0,0.0,254,0,0.0,0.0,0.0,0.0
B25D,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0
B24D,112,0,0.0,0.0,0.0,0.0,112,0,0.0,0.0,0.0,0.0,112,0,0.0,0.0,0.0,0.0,112,0,0.0,0.0,0.0,0.0,112,0,0.0,0.0,0.0,0.0
B24C,63,0,0.0,0.0,0.0,0.0,63,0,0.0,0.0,0.0,0.0,63,0,0.0,0.0,0.0,0.0,63,0,0.0,0.0,0.0,0.0,63,0,0.0,0.0,0.0,0.0
B23Q,328,0,0.0,0.0,0.0,0.0,328,0,0.0,0.0,0.0,0.0,328,0,0.0,0.0,0.0,0.0,328,0,0.0,0.0,0.0,0.0,328,0,0.0,0.0,0.0,0.0
B23P,610,0,0.0,0.0,0.0,0.0,610,0,0.0,0.0,0.0,0.0,610,0,0.0,0.0,0.0,0.0,610,0,0.0,0.0,0.0,0.0,610,0,0.0,0.0,0.0,0.0
B23H,146,0,0.0,0.0,0.0,0.0,146,0,0.0,0.0,0.0,0.0,146,0,0.0,0.0,0.0,0.0,146,0,0.0,0.0,0.0,0.0,146,0,0.0,0.0,0.0,0.0
B22F,265,0,0.0,0.0,0.0,0.0,265,0,0.0,0.0,0.0,0.0,265,0,0.0,0.0,0.0,0.0,265,0,0.0,0.0,0.0,0.0,265,0,0.0,0.0,0.0,0.0
B22D,460,0,0.0,0.0,0.0,0.0,460,0,0.0,0.0,0.0,0.0,460,0,0.0,0.0,0.0,0.0,460,0,0.0,0.0,0.0,0.0,460,0,0.0,0.0,0.0,0.0
G03G,1407,0,0.0,0.0,0.0,0.0,1407,0,0.0,0.0,0.0,0.0,1407,0,0.0,0.0,0.0,0.0,1407,0,0.0,0.0,0.0,0.0,1407,0,0.0,0.0,0.0,0.0
G02F,689,0,0.0,0.0,0.0,0.0,689,0,0.0,0.0,0.0,0.0,689,0,0.0,0.0,0.0,0.0,689,0,0.0,0.0,0.0,0.0,689,0,0.0,0.0,0.0,0.0
G01V,548,0,0.0,0.0,0.0,0.0,548,0,0.0,0.0,0.0,0.0,548,0,0.0,0.0,0.0,0.0,548,0,0.0,0.0,0.0,0.0,548,0,0.0,0.0,0.0,0.0
B21J,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0
B21F,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0,113,0,0.0,0.0,0.0,0.0
B21D,637,0,0.0,0.0,0.0,0.0,637,0,0.0,0.0,0.0,0.0,637,0,0.0,0.0,0.0,0.0,637,0,0.0,0.0,0.0,0.0,637,0,0.0,0.0,0.0,0.0
B07B,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0,105,0,0.0,0.0,0.0,0.0
B05C,287,0,0.0,0.0,0.0,0.0,287,0,0.0,0.0,0.0,0.0,287,0,0.0,0.0,0.0,0.0,287,0,0.0,0.0,0.0,0.0,287,0,0.0,0.0,0.0,0.0
B03D,81,0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0,0.0
G10H,111,0,0.0,0.0,0.0,0.0,111,0,0.0,0.0,0.0,0.0,111,0,0.0,0.0,0.0,0.0,111,0,0.0,0.0,0.0,0.0,111,0,0.0,0.0,0.0,0.0
G09G,551,0,0.0,0.0,0.0,0.0,551,0,0.0,0.0,0.0,0.0,551,0,0.0,0.0,0.0,0.0,551,0,0.0,0.0,0.0,0.0,551,0,0.0,0.0,0.0,0.0
G09F,408,0,0.0,0.0,0.0,0.0,408,0,0.0,0.0,0.0,0.0,408,0,0.0,0.0,0.0,0.0,408,0,0.0,0.0,0.0,0.0,408,0,0.0,0.0,0.0,0.0
G09B,277,0,0.0,0.0,0.0,0.0,277,0,0.0,0.0,0.0,0.0,277,0,0.0,0.0,0.0,0.0,277,0,0.0,0.0,0.0,0.0,277,0,0.0,0.0,0.0,0.0
G08G,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0,67,0,0.0,0.0,0.0,0.0
G08C,166,0,0.0,0.0,0.0,0.0,166,0,0.0,0.0,0.0,0.0,166,0,0.0,0.0,0.0,0.0,166,0,0.0,0.0,0.0,0.0,166,0,0.0,0.0,0.0,0.0
G07F,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0,109,0,0.0,0.0,0.0,0.0
G06K,828,0,0.0,0.0,0.0,0.0,828,0,0.0,0.0,0.0,0.0,828,0,0.0,0.0,0.0,0.0,828,0,0.0,0.0,0.0,0.0,828,0,0.0,0.0,0.0,0.0
G05G,221,0,0.0,0.0,0.0,0.0,221,0,0.0,0.0,0.0,0.0,221,0,0.0,0.0,0.0,0.0,221,0,0.0,0.0,0.0,0.0,221,0,0.0,0.0,0.0,0.0
G05F,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0,251,0,0.0,0.0,0.0,0.0
A63G,60,0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0.0,0.0
A63C,235,0,0.0,0.0,0.0,0.0,235,0,0.0,0.0,0.0,0.0,235,0,0.0,0.0,0.0,0.0,235,0,0.0,0.0,0.0,0.0,235,0,0.0,0.0,0.0,0.0
A62C,95,0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0.0,0.0
A61J,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0
A61C,462,0,0.0,0.0,0.0,0.0,462,0,0.0,0.0,0.0,0.0,462,0,0.0,0.0,0.0,0.0,462,0,0.0,0.0,0.0,0.0,462,0,0.0,0.0,0.0,0.0
A47K,208,0,0.0,0.0,0.0,0.0,208,0,0.0,0.0,0.0,0.0,208,0,0.0,0.0,0.0,0.0,208,0,0.0,0.0,0.0,0.0,208,0,0.0,0.0,0.0,0.0
A47H,88,0,0.0,0.0,0.0,0.0,88,0,0.0,0.0,0.0,0.0,88,0,0.0,0.0,0.0,0.0,88,0,0.0,0.0,0.0,0.0,88,0,0.0,0.0,0.0,0.0
A47G,381,0,0.0,0.0,0.0,0.0,381,0,0.0,0.0,0.0,0.0,381,0,0.0,0.0,0.0,0.0,381,0,0.0,0.0,0.0,0.0,381,0,0.0,0.0,0.0,0.0
A47F,411,0,0.0,0.0,0.0,0.0,411,0,0.0,0.0,0.0,0.0,411,0,0.0,0.0,0.0,0.0,411,0,0.0,0.0,0.0,0.0,411,0,0.0,0.0,0.0,0.0
A47D,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0
G05D,282,0,0.0,0.0,0.0,0.0,282,0,0.0,0.0,0.0,0.0,282,0,0.0,0.0,0.0,0.0,282,0,0.0,0.0,0.0,0.0,282,0,0.0,0.0,0.0,0.0
H01P,303,0,0.0,0.0,0.0,0.0,303,0,0.0,0.0,0.0,0.0,303,0,0.0,0.0,0.0,0.0,303,0,0.0,0.0,0.0,0.0,303,0,0.0,0.0,0.0,0.0
H01H,1101,0,0.0,0.0,0.0,0.0,1101,0,0.0,0.0,0.0,0.0,1101,0,0.0,0.0,0.0,0.0,1101,0,0.0,0.0,0.0,0.0,1101,0,0.0,0.0,0.0,0.0
H01G,237,0,0.0,0.0,0.0,0.0,237,0,0.0,0.0,0.0,0.0,237,0,0.0,0.0,0.0,0.0,237,0,0.0,0.0,0.0,0.0,237,0,0.0,0.0,0.0,0.0
H01B,329,0,0.0,0.0,0.0,0.0,329,0,0.0,0.0,0.0,0.0,329,0,0.0,0.0,0.0,0.0,329,0,0.0,0.0,0.0,0.0,329,0,0.0,0.0,0.0,0.0
G21K,120,0,0.0,0.0,0.0,0.0,120,0,0.0,0.0,0.0,0.0,120,0,0.0,0.0,0.0,0.0,120,0,0.0,0.0,0.0,0.0,120,0,0.0,0.0,0.0,0.0
A46B,168,0,0.0,0.0,0.0,0.0,168,0,0.0,0.0,0.0,0.0,168,0,0.0,0.0,0.0,0.0,168,0,0.0,0.0,0.0,0.0,168,0,0.0,0.0,0.0,0.0
A45C,147,0,0.0,0.0,0.0,0.0,147,0,0.0,0.0,0.0,0.0,147,0,0.0,0.0,0.0,0.0,147,0,0.0,0.0,0.0,0.0,147,0,0.0,0.0,0.0,0.0
A44C,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0
A43B,307,0,0.0,0.0,0.0,0.0,307,0,0.0,0.0,0.0,0.0,307,0,0.0,0.0,0.0,0.0,307,0,0.0,0.0,0.0,0.0,307,0,0.0,0.0,0.0,0.0
A41D,289,0,0.0,0.0,0.0,0.0,289,0,0.0,0.0,0.0,0.0,289,0,0.0,0.0,0.0,0.0,289,0,0.0,0.0,0.0,0.0,289,0,0.0,0.0,0.0,0.0
A41B,58,0,0.0,0.0,0.0,0.0,58,0,0.0,0.0,0.0,0.0,58,0,0.0,0.0,0.0,0.0,58,0,0.0,0.0,0.0,0.0,58,0,0.0,0.0,0.0,0.0
A24D,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0
A24B,70,0,0.0,0.0,0.0,0.0,70,0,0.0,0.0,0.0,0.0,70,0,0.0,0.0,0.0,0.0,70,0,0.0,0.0,0.0,0.0,70,0,0.0,0.0,0.0,0.0
G10L,222,0,0.0,0.0,0.0,0.0,222,0,0.0,0.0,0.0,0.0,222,0,0.0,0.0,0.0,0.0,222,0,0.0,0.0,0.0,0.0,222,0,0.0,0.0,0.0,0.0
A01B,213,0,0.0,0.0,0.0,0.0,213,0,0.0,0.0,0.0,0.0,213,0,0.0,0.0,0.0,0.0,213,0,0.0,0.0,0.0,0.0,213,0,0.0,0.0,0.0,0.0
H05G,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0,92,0,0.0,0.0,0.0,0.0
H05F,65,0,0.0,0.0,0.0,0.0,65,0,0.0,0.0,0.0,0.0,65,0,0.0,0.0,0.0,0.0,65,0,0.0,0.0,0.0,0.0,65,0,0.0,0.0,0.0,0.0
H04M,818,0,0.0,0.0,0.0,0.0,818,0,0.0,0.0,0.0,0.0,818,0,0.0,0.0,0.0,0.0,818,0,0.0,0.0,0.0,0.0,818,0,0.0,0.0,0.0,0.0
H04L,473,0,0.0,0.0,0.0,0.0,473,0,0.0,0.0,0.0,0.0,473,0,0.0,0.0,0.0,0.0,473,0,0.0,0.0,0.0,0.0,473,0,0.0,0.0,0.0,0.0
H04K,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0,0.0
H04H,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0.0
H03M,347,0,0.0,0.0,0.0,0.0,347,0,0.0,0.0,0.0,0.0,347,0,0.0,0.0,0.0,0.0,347,0,0.0,0.0,0.0,0.0,347,0,0.0,0.0,0.0,0.0
H03L,131,0,0.0,0.0,0.0,0.0,131,0,0.0,0.0,0.0,0.0,131,0,0.0,0.0,0.0,0.0,131,0,0.0,0.0,0.0,0.0,131,0,0.0,0.0,0.0,0.0
A01C,134,0,0.0,0.0,0.0,0.0,134,0,0.0,0.0,0.0,0.0,134,0,0.0,0.0,0.0,0.0,134,0,0.0,0.0,0.0,0.0,134,0,0.0,0.0,0.0,0.0
